id,term_en,term_local,language,category,definition_local,definition_en,example_local,example_en,version
am-026,Prepaid card,የቅድመ-ክፍያ ካርድ,am,Product/Instrument,አስቀድሞ ገንዘብ የገባበት ወይም የተሰነቀለት የክፍያ ካርድ ነው፡፡ ተጠቃሚው መገልገል የሚችለው፤ ወደ ካርዱ በተሞላው ገንዘብ ልክ ብቻ ነው፡፡ አገልግሎቱን ለመጠቀም የባንክ ሒሳብ መኖርን ግድ አይልም፡፡,A prepaid card is a payment card that has money loaded onto it in advance. The user can spend only the amount that is already on the card. It is not linked to a bank account and does not require borrowing.,የባንክ ሒሳብ የሌለው አንድ ግለሰብ፤ አቅራቢው ወዳለው ወኪል ሂዶ ወደ የቅድመ-ክፍያ ካርዱ ገንዘብ አስሞላ፡፡ በካርዱ ያሻውን ግብይት ከማድረጉም በላይ፤ ክፍያዎችን ጭምር እየተቀበለበት ይገኛል፡፡ ካርዱ ያለ እጅ ስልክ ወይም ያለ ባንክ ሒሳብ፤ የዲጂታል ክፍያ አገልግሎቶችን ማግኘት ያስችላል፡፡,A person without a bank account loads money onto a card at a nearby agent. They then use the card to pay for goods at a shop or receive payments for services. The card helps them access digital payments without needing a mobile phone or bank account.,1.0
am-027,Credit history,የብድር ታሪክ,am,Process,የብድር ታሪክ ማለት፤ የአንድ ተጠቃሚ የቀደመ የብድር አወሳሰድ እና የብድር አከፋፈል ጠባይ ነው፡፡ ይህም የፋይናንስ ተቋማት፤ የተበዳሪው ግለሰብን ብድር የመመለስ ዝንባሌ ለመገምገም ይረዳቸዋል፡፡ በዲጂታል ፋይናንስ አገልግሎት ዘርፍ፤ የብድር ታሪክ የሚጠናቀረው፤ በእጅ ስልከ ከተደረጉ ውርኝቶች፣ ከተፈጸሙ የቢል ክፍያዎች፣ ወይም ከቀደሙ ብድሮች ሊሆን ይችላል፡፡,"Credit history is a record of a user’s past borrowing and repayment behavior. It helps financial institutions assess how reliable a person is when it comes to repaying loans. In digital financial services, credit history may be built from mobile transactions, bill payments, or previous loans.",አነስተኛ የዲጂታል ብድሮችን በተደጋጋሚ እየወሰደ ነገር ግን ሳይዘገይ ጊዜውን ጠብቆ መልሶ የሚከፍል ተጠቃሚ፤ አዎንታዊ የብድር ታሪክን ይገነባል፤ ይህም ተጠቃሚው ወደፊት መጠኑ የላቀ ብድር ሲጠይቅ በሚደረገው ግምገማ ላይ በጎ አስተዋጽኦ ይኖረዋል፡፡,"A user who regularly repays small digital loans on time builds a positive credit history, which may help them qualify for larger loans in the future.",1.0
am-028,Credit scoring,የብድር ብቁነት ደረጃ,am,Process,በቀደመ የፋይናንስ ጠባይ ላይ ተመሥርቶ በሚካሄድ ግምገማ አማካኝነትየሚሰጥ ደረጃ ወይም ውጤት ሲሆን፤ የአንድ ተጠቃሚን ብድር የመመለስ አቅም የመመዘኛ ዘዴ ነው፡፡ በዲጂታል ፋይናንስ አገልግሎት ዘርፍ፤ ከዚህ ቀደም በእጅ ስልክ የተደረጉ ውርኝቶች፣ የቢል ክፍያዎች፣ እና የቁጠባ ዝንባሌን የተመለከቱ መረጃዎች፤ ስጋትን ለመገምገም እና የአንድ ተበዳሪን ብድር የመመለስ ብቃት ደረጃ ለማውጣት እንደ ግብአት ይውላሉ፡፡,"Credit scoring is the process of evaluating a user’s ability to repay borrowed money by assigning a score based on their financial behavior. In digital financial services, credit scoring may use mobile transaction data, bill payments, and savings patterns to assess risk.",አንድ የዲጂታል ብድር አቅራቢ የብድር ጥያቄን ከመፍቀዱ በፊት፤ [የተበዳሪውን] የሞባይል-ገንዘብ (ዋሌት) እንቅስቃሴ እና የአየር ጊዜ ግዢ ታሪክን በመመርኮዝ የብድር ብቁነት ደረጃን ያወጣል፡፡,A digital credit provider uses mobile money (wallet) activity and airtime purchase history to generate a credit score before approving a loan request.,1.0
am-029,Customer Service,የደንበኞች አገልግሎት (እንዳገባቡ የደንበኞች አገልግሎት ክፍል),am,Process,የደንበኞች አገልግሎት [ክፍል] ማለት፤ ተጠቃሚዎች ችግራቸው እንዲፈታ፣ ጥያቄዎችን እንዲያቀርቡ፣ እና ስለ ሒሳባቸው ወይም ውርኝታቸው እገዛ ለማግኘት እንዲችሉ የፋይናንስ አገልግሎቱን በሚሰጠው አካል የሚሰጥ ድጋፍ ነው፡፡ ድጋፉ የሚሰጠው፤ በጥሪ ማእከላት፣ በእጅ ስልክ መተግበሪያዎች፣ የዩ/ኤስ/ኤስ/ዲ/ ኮዶችን በማስገባት፣ ወይም ወደ ወኪሎች በአካል በመሄድ ሊሆን ይችላል፡፡,"Customer service refers to the support provided by financial service providers to help users solve problems, ask questions, and get assistance with their accounts or transactions. It can be offered through call centers, mobile apps, USSD menus, or in-person agents.",የሞባይል-ገንዘብ ተጠቃሚ፤ በነጻ ጥሪ መስመር ወደ ደንበኞች አገልግሎት [ክፍል] በመደወል፤ ያልተሳካ ውርኝትን በማሳወቅ ችግሩ የሚፈታበትን እገዛ ለማግኘት ችሏል፡፡,A mobile money user contacts customer service through a toll-free number to report a failed transaction and receives help to resolve the issue.,1.0
am-030,Data Protection,የዳታ ጥበቃ,am,Policy,የተጠቃሚዎች ግላዊ እና የፋይናንስ መረጃዎችን ሳይበላሹ እና ሳይጋለጡ ማስቀመጥ፤ ብሎም በኃላፊነት መገልገል ማለት ነው፡፡ በዲጂታል ፋይናንስ አገልግሎት፤ ዳታን ያልተፈቀደላቸው አካላት እንዳያገኙት፣ ላልተገባ ዓላማ እንዳይውል፣ እና አፈትልኮ እንዳይወጣ መጠበቅ ማለት ነው፡፡,"Data protection refers to the practices and policies that ensure users’ personal and financial information is kept safe, secure, and used responsibly. In digital financial services, this includes protecting data from unauthorized access, misuse, or leaks.",የሞባይል-ገንዘብ አገልግሎት ሰጪ፤ የተጠቃሚዎችን ማንነት እና የውርኝት ታሪክ የሚመለከቱ መረጃዎች ፈቃድ ባልተሰጣቸው ሦስተኛ አካላት እጅ እንዳይወድቁ፤ የተመሰጠሩ መረጃዎችን እና የተቆለፉ ሰርቨሮችን ይጠቀማል፡፡ ይህም የዳታ ጥበቃ ይባላል፡፡,A mobile money provider uses encryption and secure servers to protect users’ identity and transaction history from being accessed by third parties without consent.,1.0
am-031,Deposit,ተቀማጭ,am,Use case,ተቀማጭ ማለት፤ አንድ ተጠቃሚ ወደ ሒሳቡ ወይም ወደ ሞባይል-ዋሌቱ የሚጨምረው ገንዘብ ነው፡፡ ተቀማጭን በእጅ ስልክ (በመተግበሪያ ወይም የዩ/ኤስ/ኤስ/ዲ/ ኮዶችን በማስገባት) አሊያም በሞባይል-ገንዘብ ወኪል አማካኝነት መጨመር ይቻላል፡፡,"A deposit is when a user adds money to their account or mobile money (wallet). Deposits can be made through mobile apps, USSD, or with the help of a mobile money agent.",አንድ ተጠቃሚ ለሞባይል-ገንዘብ ወኪል ጥሬ-ገንዘብ ሰጥቶ፤ ወኪሉ ገንዘቡን ወደ ተጠቃሚው የሞባይል-ዋሌት ገቢ አደረገለት፡፡,"A user gives cash to a mobile money agent, who then deposits the amount into the user’s mobile wallet for future use.",1.0
am-032,Digital Financial Services,የዲጂታል ፋይናንስ አገልግሎቶች,am,,የዲጂታል ፋይናንስ አገልግሎቶች ማለት፤ እንደ የእጅ ስልክ፣ የበይነ-መረብ/ኢንተርኔት ፕላትፎርሞች፣ ኤ/ቲ/ኤም፣ እና የወኪል ትስስሮሽ በመሳሰሉ የዲጂታል አውታሮች አማካኝነት የሚሰጡ የፋይናንስ አገልግሎቶች ናቸው፡፡ እነዚህ አገልግሎቶች፤ ክፍያን፣ ቁጠባን፣ ብድርን፣ መድንን፣ እና የገንዘብ ማዘዋወርን (money transfers) የሚጨምሩ፤ ብሎም ተደራሽ፣ አስተማማኝ፣ እና ለአጠቃቀም ምቹ ሆነው የተሰናዱ ናቸው፡፡,"Digital Financial Services (DFS) refer to financial services delivered through digital channels such as mobile phones, internet platforms, ATMs, and agent networks. These services include payments, savings, credit, insurance, and money transfers, and are designed to be accessible, secure, and convenient.",አንድ ተጠቃሚ ቢል ለመክፈል፣ ገንዘብ ለመላክ፣ እና የአነስተኛ ብድር ጥያቄ ለማቅረብ የሞባይል-ገንዘብን መጠቀም ከቻለ፤ የዲጂታል ፋይናንስ አገልግሎት ለተጠቃሚው ተደራሽ ነው ማለት ነው፡፡,"A user accesses digital financial services by using a mobile money to send money, pay bills, and apply for a small loan - all through their phone.",1.0
am-033,Digital payment,የዲጂታል ክፍያ,am,,የእጅ ስልኮችን (በመተግበሪያ ወይም በዩ/ኤስ/ኤስ/ዲ/ ኮድ) አሊያም የሌሎች ዲጂታል ፕላትፎርሞችን በመጠቀም በኤሌክትሮኒክ አውታሮች አማካኝነት የሚደረግ የፋይናንስ ውርኝት ነው፡፡ የዲጂታል ክፍያ ዘዴ፤ ተጠቃሚዎች ያለ ጥሬ-ገንዘብ ቢል ለመክፈል፤ እንዲሁም ለዕቃ እና አገልግሎት ግዢ ክፍያ ለመፈጸም ያስችላዋል፡፡,"Digital payments are financial transactions made electronically using mobile phones, apps, USSD, or other digital platforms. They allow users to pay for goods, services, or bills without using cash.",አንድ ተጠቃሚ የኤሌክትሪክ ቢሉን ለመክፈል፤ ወደ ክፍያ ጣቢያ በአካል ከመሄድ ይልቅ በዩ/ኤስ/ኤስ/ዲ/ ኮድ አማካኝነት ከሞባይል-ዋሌቱ ስለከፈለ፤ የአከፋፈሉ ዘዴ የዲጂታል ክፍያ ነው፡፡,"A user pays for electricity using their mobile wallet through a USSD code, instead of going to a physical payment center",1.0
am-034,Digital transaction,የዲጂታል ውርኝት,am,Use Case,ከጥሬ-ገንዘብ ውጪ ኮምፒዩተሮችን እና ስማርት የእጅ ስልኮችን በመሳሰሉ የኤሌክትሮኒክ ዘዴዎች የሚከናወኑ ማናቸውም ዓይነት የፋይናንስ እንቅስቃሴዎችን ይገለጻል፡፡ ይህም የበይነ-መረብ ግብይትን፣ በዲጂታል ክፍያ ዘዴዎች አማካኝነት ግለሰቦች የሚላላኩት ገንዘብን፣ የብድር ወይም የባለስንቅ ካርዶችን፣ የሞባይል-ዋሌትን፣ እና ቀጥተኛ የባንክ ዝውውሮችን ያጠቃልላል፡፡,"A digital transaction is any financial exchange that occurs electronically, without physical cash, using devices like computers or smartphones. These include online shopping, sending money between individuals through various digital payment methods; using credit or debit cards, mobile wallets, and direct bank transfers.","አቶ አበበ የዳሸን ባንክ ተጠቃሚ ሲሆን፤ በባንኩ ሒሳብ ስላለው የባንኩ ኤ/ቲ/ኤም/ ካርድ አለው፡፡ አቶ አበበ በራሱ በዳሽን ባንክ ኤ/ቲ/ኤም/ ማሽን አማካኝነት አማካኝነት ቀሪ ገንዘቡን ለማወቅ የሚያስችለውን ሂደት አከናወነ፡፡ ባንኩ ለዚህ አገልግሎት ክፍያ ባይጠይቀውም፤ የመረጃ ልውውጥ ተካሂዷል፡፡ ይህም እንደ አንድ የዲጂታል ውርኝት ይታያል፡፡ 
በዛሬው ዕለት አቶ ከበደ ወደ አቶ አበበ የባንክ ሒሳብ ሁለት ጊዜ ገንዘብ ገቢ አድርጓል፡፡ ላኪው አቶ ከበደ ገንዘቡን ያስገባው በእጅ ስልኩ አማካኝነት ከሞባይል-ዋሌቱ ቀንሶ ነበር፡፡ ስለዚህ ሁለቱም የፋይናንስ ውርኝቶች ያለ ጥሬ-ገንዘብ ስለተከናወኑ የዲጂታል ውርኝቶች ናቸው፡፡",,1.0
am-035,Dispute Resultion,አቤቱታ አፈታት,am,,አቤቱታ አፈታት ማለት፤ ከፋይናንስ ውርኝቶች ጋር የተያያዙ ችግሮችን ወይም አለመግባባቶችን ማስተናገድ እና መቅረፍ ነው፡፡ በዲጂታል ፋይናንስ አገልግሎት ዘርፍ፤ ያልተሳኩ ውርኝቶችን፣ በስህተት የተቆረጡ የአገልግሎት ክፍያዎችን፣ ወይንም በደንበኞች አገልግሎት ክፍል በኩል ያለባለቤቱ ፈቃድ ሒሳቡ በሌሎች እጅ መውደቅን የመሳሰሉ ክሥተቶችን ያጠቃልላል፡፡,"Dispute resolution is the process of addressing and solving problems or disagreements related to financial transactions. In digital financial services, this includes handling failed transactions, incorrect charges, or unauthorized access through customer service channels.",አንድ ተጠቃሚ ያልተሳካ የሞባይል-ገንዘብ ውርኝት እንደገጠመው ለአገልግሎት ሰጪው በማሳወቅ፤ ገንዘቡ ተመላሽ እንዲሆን ወይም በአግባቡ እንዲተላለፍ ጠየቀ፡፡ አቤቱታውን የተቀበለው አገልግሎት ሰጪ ድርጅት፤ ገንዘቡን ተመላሽ በማድረግ አቤቱታውን ፈትቷል፡፡,"A user reports a failed mobile money transfer and receives support from the provider to investigate and resolve the issue, either by refund or correction.",1.0
am-036,eCommerce,ኢ-ንግድ (ኤሌክትሮኒክ ንግድ),am,Use Case,ኢ-ንግድ ማለት፤ በበይነ-መረብ/ኢንተርኔት አማካኝነት ሸቀጦችን ወይም አገልግሎቶችን መግዛት እና መሸጥ ነው፡፡ ተጠቃሚዎች የሚሸምቱትን ለማፈላለግ፣ ለማዘዝ፣ እና በዲጂታል ዘዴ ለመክፈል፤ የበይነ-መረብ የመገበያያ ገጾችን፣ በማኅበራዊ ሚዲያ ላይ ያሉ ሱቆችን፣ እና የእጅ ስልክ መተግበሪያዎችን ሊጠቀሙ ይችላል፡፡,"eCommerce refers to the buying and selling of goods or services over the internet. It includes online marketplaces, social media shops, and mobile apps where users can browse, order, and pay digitally.",አንድ የአነስተኛ ኢንተርፕራይዝ ባለቤት በማኅበራዊ ሚዲያ ገጽ አማካኝነት የዕደ-ጥበብ ውጤቶችን አስተዋውቆ ከሸጠ በኋላ ክፍያውን በሞባይል-ገንዘብ ተቀብሏል፡፡ ስለዚህ በሁለቱ ወገኖች መካከል የተደረገው የግብይት ዓይነት ኢ-ንግድ ነው፡፡,A small business owner sells handmade products through a social media page and receives payments via mobile money from customers.,1.0
am-037,Digital Finance Ecosystem,የዲጂታል ፋይናንስ ሥርዓተ-ምኅዳር,am,Concept,የዲጂታል ፋይናንስ ሥርዓተ-ምኅዳር ማለት፤ የዲጂታል ፋይናንስ አገልግሎቶችን ለማቅረብ ተባብረው እየሠሩ ባሉ ግለሰቦች፣ ተቋማት፣ ቴክኖሎጂዎች፣ እና ሕገ-ደንቦች መካከል ያለው መስተጋብር ነው፡፡ ይህም፤ የሞባይል-ገንዘብ አገልግሎት ሰጪዎች፣ ባንኮች፣ ወኪሎች፣ ፊንቴኮች (fintechs)፣ ተቆጣጣሪ አካላት፣ እና ተጠቃሚዎችን ይጨምራል፡፡ ጠንካራ ሥርዓተ-ምኅዳር፤ በፋይናንስ አገልግሎቶች ውስጥ ተደራሽነትን፣ ኢኖቬሽንን፣ እና አመኔታን ይፈጥራል፡፡,"An ecosystem refers to the network of individuals, institutions, technologies, and regulations that work together to deliver digital financial services. It includes mobile money providers, banks, agents, fintechs, regulators, and users. A strong ecosystem enables access, innovation, and trust in financial services.",የዲጂታል ፋይናንስ አገልግሎቶች ሥርዓተ-ምኅዳር፤ አካታች-ፋይናንስን ለማስፋፋት ተባብረው የሚሠሩ የሞባይል-ገንዘብ ፕላትፎርሞችን፣ የወኪል ትስስሮሾችን፣ የመንግሥት ፖሊሲዎችን፣ ጀማሪ የፊንቴክ ድርጅቶችን፣ እና ሌሎችንም ይጨምራል፡፡,"A digital financial services ecosystem may include mobile money platforms, agent networks, government policies, and fintech startups working together to expand financial inclusion.",1.0
am-038,eMoney,ኢ-ገንዘብ,am,Product/instrument,ኢ-ገንዘብ (ኤሌክትሮኒክ ገንዘብ)፤ በሞባይል-ዋሌት ወይም በበይነ-መረብ የሒሳብ ቁጥር ውስጥ በዲጂታል አምሳያ ወይም መልክ የተቀመጠ ገንዘብ ነው፡፡ ተጨባጩን ወይም እውነተኛውን ገንዘብ የሚወክል በመሆኑ፤ ክፍያዎችን ለመፈጸም፣ ገንዘብን ለመላክ ወይም ለመቀበል፣ እንዲሁም የፋይናንስ አገልግሎቶችን ለመጠቀም ያስችላል፡፡ ኢ-ገንዘብ ፈቃድ ባላቸው የፋይናንስ ተቋማት የሚወጣ እና ዋጋውም በጥሬ-ገንዘብ ካለው መጠን ጋር መሳ-ለመሳ ነው፡፡,"eMoney (electronic money) is a digital form of money stored in mobile wallets or online accounts. It represents real money and can be used to make payments, send or receive funds, and access financial services. eMoney is issued by licensed financial institutions and backed by equivalent cash value.",አንድ ተጠቃሚ፤ ወደ ሞባይል-ገንዘብ ወኪል ሄዶ ጥሬ-ገንዘብ ሲሰጠው፤ ወኪሉ ደግሞ የተቀበለውን ጥሬ-ገንዘብ በእኩል መጠን ወደ ኢ-ገንዘብ ለውጦ ወደ ተጠቃሚው የሞባይል-ዋሌት ገቢ አደረገለት፡፡ ስለዚህ ተጠቃሚው ከዚህ በኋላ ለተለያዩ ጉዳዮች በዲጂታል ዘዴ ክፍያ መፈጸም ይችላል ማለት ነው፡፡,"A user receives eMoney in their mobile wallet after depositing cash through a mobile money agent, and uses it to pay for services digitally.",1.0
am-039,eMoney Issuer,የኢ-ገንዘብ አውጪ,am,,የኢ-ገንዘብ አውጪ ማለት፤ ጥሬ-ገንዘብን በኤሌክትሮኒክ-ገንዘብ አምሳያ ለመፍጠር እና ለማስተዳደር ፈቃድ የተሰጠው የፋይናንስ ተቋም ነው፡፡ እነዚህ ተቋማት፤ ኢ-ገንዘቡ እኩል ዋጋ ባለው ጥሬ-ገንዘብ የተደገፈ መሆኑን፤ ብሎም ተጠቃሚዎች ያለስጋት ገንዘባቸውን በዲጂታል ዘዴ ማጠራቀም፣ መላክ፣ እና መቀበል የሚችሉበት ሁኔታ መኖሩን የማረጋገጥ ኃላፊነት አለበት፡፡ በኢትዮጵያ ውስጥ፤ ባንኮች፣ የክፍያ መፈጸሚያ ሰነድ አውጪዎች፣ የአነስተኛ ፋይናንስ ተቋማት፣ ወይም ልዩ የሆነ የክፍያ አገልግሎት የሚሰጡ አካላት ከኢ-ገንዘብ አውጪዎች ተርታ ሊመደቡ ይችላሉ፡፡,"An eMoney issuer is a licensed financial institution authorized to create and manage electronic money. These institutions ensure that eMoney is backed by equivalent cash value and that users can safely store, send, and receive money digitally. In Ethiopia, eMoney issuers may include banks, Payment Instrunment Issuers, microfinance institutions, or specialized payment service providers.",ፈቃድ የተሰጠው እና ቁጥጥር የሚደረግበት የዲጂታል ፋይናንስ አገልግሎት ሰጪ፤ የሞባይል-ዋሌት አገልግሎትን የሚሰጥ ሲሆን፤ ለዚህም እንዲያግዘው በብሔራዊ ባንክ ፈቃድ ኢ-ገንዘብን ያወጣል፡፡ ይህም ተጠቃሚዎች በዲጂታል ዘዴ ክፍያዎችን አንዲፈጽሙ ያስችላቸዋል፡፡,"A regulated company provides mobile wallet services and issues eMoney that users can use for payments, transfers, and savings.",1.0
am-040,Financial Inclusion,አካታች ፋይናንስ,am,Concept,አካታች ፋይናንስ ማለት፤ አገልግሎት-አነስ (underserved)፣ ባንክ-አልቦ (unbanked) ወይም ባንክ-አነስ (underbanked) የኅብረተሰብ ክፍሎች ወደ መደበኛው የኢኮኖሚ ዘርፍ እንዲቀላቀሉ የሚያግዙ፤ ያልተቋረጡ እና የመክፈል አቅምን ያገናዘቡ የዲጂታል ፋይናንስ አገልግሎቶች አቅርቦት መኖር ነው፡፡,"Financial inclusion is the ongoing provision of affordable digital financial services that help integrate the underserved, unbanked or underbanked population into the formal economy.",አንድ ግለሰብ ምንም እንኳ የባንክ ሒሳብ ባይኖረውም፤ ገንዘብ ለመቆጠብ፣ ክፍያዎችን ለመቀበል፣ እና ቢል ለመክፈል የሞባይል-ገንዘብን ወይም የሞባይል-ዋሌትን ከተጠቀመ፤ የመደበኛ ፋይናንስ ሥርዓቱ አካል ሆኗል ማለት ነው፡፡ የእነዚህ መሰል አማራጮች መኖር፤ አካታች ፋይናንስን እውን ለማድረግ ያግዛል፡፡,"A person without a bank account uses a mobile money or wallet to save money, receive payments, and pay bills, becoming part of the formal financial system.",1.0
am-041,Financial Literacy,የፋይናንስ ግንዛቤ,am,Concept,የፋይናንስ ግንዛቤ ማለት፤ የፋይናንስ አገልግሎቶችን የማወቅ እና በብቃት የመጠቀም ችሎታ ነው፡፡ ይህም አንዴት መቆጠብ፣ መበደር፣ በጀት ማውጣት፣ እና ገንዘብን በተመለከተ መረጃን ያማከለ ውሳኔ አሰጣጥን ማወቅ ይጨምራል፡፡ የፋይናንስ ግንዛቤ ያለው ተጠቃሚ፤ የሞባይል-ዋሌት፣ የዲጂታል ክፍያዎችን፣ እና የብድር አገልግሎት አማራጮችን ያለስጋት ለመዳሰስ እና ለመጠቀም ያስችለዋል፡፡,"Financial literacy is the ability to understand and use financial services effectively. It includes knowing how to save, borrow, budget, and make informed decisions about money. In DFS, it helps users navigate mobile wallets, digital payments, and credit products safely.",የፋይናንስ ግዛቤ ያለው ሰው በልበ-ሙሉነት፤ የብድር አማራጮችን ለማነጻጸር፣ አላስፈላጊ የአገልግሎት ክፍያዎችን ለማስቀረት፣ እና የሞባይል-ዋሌቱን በብቃት ለማስተዳደር ይቻለዋል፡፡,"A user with financial literacy can compare loan options, avoid unnecessary fees, and manage their mobile wallet confidently.",1.0
am-042,FinTech,ፊንቴክ,am,Role/Actor,ፊንቴክ የእንግሊዝኛ አሕፅሮ-ቃል ሲሆን፤ የፋይናንስ አገልግሎቶችን ለማሻሻል ወይም ለማቅረብ ቴክኖሎጂ የሚጠቀም ድርጅትን ወይም አሠራርን ይገልጻል፡፡ ቴክኖሎጂው፤ የሞባይል-ገንዘብን፣ በዲጂታል ዘዴ ማበደርን፣ በበይነ-መረብ መክፈልን፣ እና የፋይናንስ አስተዳደር አሠራሮችን ይጨምራል፡፡,"FinTech (Financial Technology) refers to companies or solutions that use technology to improve or deliver financial services. This includes mobile money, digital lending, online payments, and financial management tools.",አብዛኞቹ የፊንቴክ ጀማሪ ድርጅቶች፤ ተጠቃሚዎች ወጪዎቻቸውን ለመከታተል እና አነስተኛ ብድሮችን ወዲያውኑ እንዲያገኙ የሚያስችል የእጅ ስልክ መተግበሪያ አላቸው፡፡,A Fintech startup offers a mobile app that helps users track spending and access small loans instantly.,1.0
am-043,Fraud,ማጭበርበር,am,Risk,ማጭበርበር ማለት፤ የተጠቃሚዎችን ገንዘብ ወይም የግል መረጃ ለመስረቅ የሚደረግ ማናቸውም ዓይነት የማታለል ወይም ሕገ-ወጥ ድርጊት ነው፡፡ በዲጂታል ፋይናንስ አገልግሎት ማእቀፍ ውስጥ ሲታይ፤ ሕገ-ወጥ ድርጊቶቹ ሐሰተኛ የስልክ ጥሪዎችን፣ አታላይ አጭር የስልክ መልእክቶችን፣ ወይም ያለባለቤቱ ፈቃድ የሞባይል ዋሌት ሒሳብን ማንቀሳቀስ ይጨምራል፡፡,"Fraud is any dishonest or illegal activity meant to steal money or personal information from users. In digital financial services, this includes fake calls, SMS scams, or unauthorized access to mobile wallets.",አንድ አጭበርባሪ ለአንድ ተጠቃሚ፤ የግል መለያ ቁጥሩን (ፒን) እንዲነግረው የሚጠይቅ መልእክት ደረሰው፡፡ ተጠቃሚው የጠያቂውን ማንነት ሳያጣራ የተጠየቀውን የግል መለያ ቁጥር ለአጭበርባሪው ላከ፡፡ ከጥቂት ደቂቃዎች በኋላ በተጠቃሚው የሞባይል-ዋሌት ውስጥ ያለው ገንዘብ ተሰረቀ፡፡,A user receives a fake message asking for their PIN and loses money after sharing it with a fraudster.,1.0
am-044,Identity,ማንነት (እንደ አግባቡ የማንነት መለያ),am,Process/requirement,የአገልግሎት ፈላጊውን ማንነት ለመለየት የሚያስችል አንዳች ዓይነት መታወቂያ ማለት ነው፤ ለምሳሌ የፋይዳ ዲጂታል መታወቂያ፡፡ አገር-አቀፍ መታወቂያዎች በማእከላዊ መንግሥታት የሚሰጡ ናቸው፡፡ በዲጂታል ፋይናንስ አገልግሎት ማእቀፍ ውስጥ ሲታይ፤ ሒሳብ ለመክፈት፣ ለደኅንነት ጥበቃ፣ እና የአሠራር ሂደትን ለማስከበር የተጠቃሚዎች ማንነት የሚለይበት ዘዴ መኖር ወሳኝ ነው፡፡,"A credential of some sort that identifies an end user such as Fayda National ID. National identities are issued by national governments. In digital financial services, identity is essential for account registration, security, and compliance.",አቶ አበበ በቀበሌ መታወቂያው እና በስልክ ቁጥሩ አማካኝነት የሞባይል-ዋሌት ሒሳብ ስለከፈተ፤ የፋይናንስ አገልግሎቶችን መጠቀም ይችላል፡፡,A user provides their national ID and phone number to register for a mobile wallet and access financial services.,1.0
am-045,Insurance,መድን,am,Product/Instrument,እንደ ሕመም፣ አደጋ፣ ወይም ውድመት የመሳሰሉ ያልታሰቡ ክሥተቶች የሚያስከትሉትን ጉዳት ለማካካስ የሚያስችል የፋይናንስ አገልግሎት ነው፡፡ የመድን ተጠቃሚዎች ‹ዐረቦን› የሚባል መጠነኛ ክፍያን በቋሚነት አስቀድሞ በመክፈል፤ አደጋ ሲደርስ ካሳ ለመቀበል ያስችላቸዋል፡፡,"Insurance is a financial service that protects users against unexpected events like illness, accidents, or loss. Users pay small amounts regularly (called premiums) and receive support when covered risks happen.",አንድ ተጠቃሚ፤ በሞባይል-ዋሌቱ ወርኃዊ አረቦን ክፍያን ሳያቋርጥ ስለከፈለ፤ ሕመም አጋጥሞት ሆስፒታል ሲገባ የካሳ ክፍያ ለማግኘት ችሏል፡፡,A user pays a monthly premium through their mobile wallet and receives compensation when hospitalized.,1.0
am-046,Interoprability,ተናባቢነት,am,,የተለያዩ የፋይናንስ ሥርዓቶች፣ ፕላትፎርሞች፣ ወይም አገልግሎት ሰጪዎች ተናብበው በአንድነት የሚሠሩበት ሁኔታን ይገልጻል፡፡ ተጠቃሚዎች፤ ከሚገለገሉባቸው ውጪ ባሉ ኔትዎርኮች ወይም ተቋማት ገንዘብን መላክ እና መቀበል፣ እንዲሁም የፋይናንስ አገልግሎቶችን ያለ ክልከላ ማግኘት ያስችላቸዋል፡፡,"Interoperability is the ability of different financial systems, platforms, or service providers to work together seamlessly. It allows users to send, receive, or access financial services across different networks or institutions without restrictions.","አንድ የቴሌ ብር ተጠቃሚ፤ ከዋሌቱ ላይ ቀንሶ ወደ ጓደኛው የዳሽን ባንክ ሒሳብ የላከ ሲሆን፤ ውርኝቱም ወዲያው ተከናውኗል፡፡ 
የዚህ ምክንያት ደግሞ፤ የላኪው እና የተቀባዩ ድርጅቶች ለየቅል ወይም የተለያዩ ቢሆኑም፤ የአገልግሎት ሥርዓታቸው ግን ተናባቢ ወይም ተቋም-ዘለል ሆኖ ስለተቀየሰ ነው፡፡","A user with a mobile wallet from one provider sends money to a friend using a different provider’s wallet, and the transaction is completed instantly.",1.0
