id,term_en,term_local,language,category,definition_local,definition_en,example_local,example_en,version
om-040,Financial Inclusion,Hammattummaa Faayinaansii,om,Concept,"Dhiyeessii tajaajila faayinaansii dijitaalaa gatii madaalawaan, kan hawaasa tajaajila gahaa hin arganne (unbanked/underbanked) gara sirna dinagdee idileetti fiduufi hirmaachisuuf gargaarudha.","Financial inclusion is the ongoing provision of affordable digital financial services that help integrate the underserved, unbanked or underbanked population into the formal economy.","Namni herreega baankii hin qabne tokko waaletii moobaayilaa fayyadamuun yeroo qusatuu fi kaffaltii raawwatu, qaama sirna faayinaansii idilee ta'a; kunis Hammattummaa Faayinaansii dha.","A person without a bank account uses a mobile money or wallet to save money, receive payments, and pay bills, becoming part of the formal financial system.",1.0
om-041,Financial Literacy,Hubannoo Faayinaansii,om,Concept,"Dandeettii tajaajila faayinaansii sirriitti hubachuu fi fayyadamuu. Kunis qusachuu, liqeeffachuu, baajeta ramaduu, fi murtoo maallaqaa ogummaan fudhachuu dabalata.","Financial literacy is the ability to understand and use financial services effectively. It includes knowing how to save, borrow, budget, and make informed decisions about money. In DFS, it helps users navigate mobile wallets, digital payments, and credit products safely.","Fayyadamaan hubannoo faayinaansii qabu filannoo liqii wal bira qabee ilaaluun, kaffaltii hin barbaachisne jalaa bahuu fi waaletii moobaayilaa isaa of-jajjuun bulchuu danda'a.","A user with financial literacy can compare loan options, avoid unnecessary fees, and manage their mobile wallet confidently.",1.0
om-042,FinTech,Teeknoolojii Faayinaansii (Finteekii),om,Role/Actor,"Dhaabbilee yookiin furtuuwwan teeknoolojii fayyadamuun tajaajila faayinaansii fooyyessuu yookiin dhiyeessudha. Kunis maallaqa moobaayilaa, liqii dijitaalaa, kaffaltii onlaayinii, fi meeshaalee bulchiinsa faayinaansii of keessatti hammata.","FinTech (Financial Technology) refers to companies or solutions that use technology to improve or deliver financial services. This includes mobile money, digital lending, online payments, and financial management tools.","Dhaabbileen Finteekii aplikeeshinii moobaayilaa fayyadamuun namoonni kaffaltii adda addaa akka kaffalan, maallaqa akka dabarsan, fi liqii ariifataa akka argatan gochuun tajaajila baankii hammayyaa'aa dhiyeessu.",A Fintech startup offers a mobile app that helps users track spending and access small loans instantly.,1.0
om-043,Fraud,Waliin dhahuu,om,Risk,"Gocha seeraan alaa kamiyyuu amanamummaa dhabuun, maallaqa yookiin odeeffannoo dhuunfaa fayyadamtootaa hatuuf raawwatamudha. Tajaajila faayinaansii dijitaalaa keessatti, bilbila sobaa, ergaa gabaabaa (SMS) sobaa, yookiin waaletii namaa eeyyama malee seenuu dabalata.","Fraud is any dishonest or illegal activity meant to steal money or personal information from users. In digital financial services, this includes fake calls, SMS scams, or unauthorized access to mobile wallets.","Fayyadamaan tokko ergaa sobaa PIN isaa gaafatu ergameefii, erga odeeffannoo kana qoodeen booda maallaqa isaa warra waliin dhahaniin dhabe.",A user receives a fake message asking for their PIN and loses money after sharing it with a fraudster.,1.0
om-044,Identity,Eenyummaa,om,Process/requirement,"Ragaa yookiin mirkaneessa namni tokko eenyu akka ta’e itti agarsiisudha; fakkeenyaaf, Waraqaa Eenyummaa Biyyaalessaa (Fayda). Tajaajila faayinaansii dijitaalaa keessatti, eenyummaan galmee herreegaatiif, nageenyaaf, akkasumas seera kabachiisuuf murteessaadha.","A credential of some sort that identifies an end user such as Fayda National ID. National identities are issued by national governments. In digital financial services, identity is essential for account registration, security, and compliance.",Fayyadamaan tokko waaletii moobaayilaa banachuufi tajaajila faayinaansii argachuuf lakkoofsa bilbilaa fi eenyummaa isaa (waraqaa eenyummaa) dhiyeessa.,A user provides their national ID and phone number to register for a mobile wallet and access financial services.,1.0
om-045,Insurance,Inshuuraansii,om,Product/Instrument,"Tajaajila faayinaansii kan balaa hin eegamne (dhukkuba, miidhaa, du'a) irraa nama eegudha. Fayyadamtoonni kaffaltii xiqqoo yeroon kaffalu (premium), yoo balaan uumame ammoo deeggarsa maallaqaa (kiisii) argatu.","Insurance is a financial service that protects users against unexpected events like illness, accidents, or loss. Users pay small amounts regularly (called premiums) and receive support when covered risks happen.",Fayyadamaan tokko kaffaltii ji'aa inshuuraansii waaletii moobaayilaatiin kaffala; yoo hospitaala gale immoo beenyaa argata.,A user pays a monthly premium through their mobile wallet and receives compensation when hospitalized.,1.0
om-046,Interoperability,Wal-simannoo/unannoo,om,Policy (Infrastructure),"Dandeettii sirnoonni faayinaansii, pilaatfoormiin, yookiin dhiyeessitoonni tajaajilaa adda addaa walin hojjechuu fi wal-dubbisanii dha. Kunis fayyadamtoonni netiworkiiwwan adda addaa gidduutti danqaa malee maallaqa erguu, fudhachuu, fi tajaajila argachuu akka danda'an taasisa.",,"Fayyadamaan waaletii moobaayilaa dhiyeessaa tokkoo qabu, wal-simannoo sirnaa fayyadamuun, hiriyyaa isaa waaletii dhiyeessaa biraa fayyadamuuf maallaqa erguu danda'a.",,1.0
om-047,Know Your Customer (KYC),Maamila Kee Beeki (KYC),om,Process,"Adeemsa dhaabbileen faayinaansii eenyummaa maamilaa isaanii itti mirkaneeffataniidha. Kunis odeeffannoo bu'uuraa akka maqaa, lakkoofsa waraqaa eenyummaa, fi teessoo sassaabuun hanna, maallaqa seeraan alaa, fi gochoota seeraan alaa biroo ittisuuf gargaara.",,"Fayyadamaan tokko waaletii dijitaalaa isaa hojii jalqabsiisuuf, appilikeeshinii moobaayilaa irratti waraqaa eenyummaa isaa fe'uu fi suuraa ofii ka’uun adeemsa Maamila Kee Beeki (KYC) xumura.",,1.0
om-048,Loans,Liqii,om,Product/Instrument,"Maallaqa dhaabbata faayinaansii yookiin dhiyeessaa irraa fudhatamu kan yeroo murtaa'e booda, yeroo baay'ee dhala waliin, deebi'uu qabudha. Liqiin fayyadamtoonni yeroo maallaqa gahaa harkaa hin qabne baasiiwwan uwwisuuf yookiin carraa invastimantii fayyadamuuf isaan gargaara.","A loan is money borrowed from a financial institution or provider that must be paid back over time, usually with interest. Loans help users cover expenses or invest in opportunities when they don’t have enough money upfront.","Abbaan daldalaa xiqqaa tokko appilikeeshinii liqii dijitaalaa fayyadamuun maallaqa liqeeffatee, kaffaltii maallaqa moobaayilaa isaa fayyadamuun ji'a ji'aan deebisa.",A small business owner borrows money through a digital lending app and repays it in monthly installments using their mobile money.,1.0
om-049,Microfinance,Maayikiroo-faayinaansii / Liqii fi Qusannoo,om,Role/Actor,"Tajaajila faayinaansii akka liqii xixiqqaa, qusannoo, fi inshuuraansii kan namoota galii xiqqaa qabaniif yookiin daldaltoota xixiqqoo tajaajila baankii idilee hin arganneef dhiyaatudha. Kunis fayyadamtoonni galii isaanii akka guddisan fi balaa faayinaansii akka to'atan isaan gargaara.","Microfinance refers to financial services like small loans, savings, and insurance provided to low-income individuals or small businesses who typically lack access to traditional banking. It helps users grow their income and manage financial risks.","Dubartiin baadiyyaa jirtu takka daldala kuduraa jalqabuuf dhaabbata maayikiroo-faayinaansii irraa maallaqa xiqqaa liqeeffattee, torban torbaniin karaa bakka bu'aa maallaqa moobaayilaa deebisti.",A woman in a rural area borrows a small amount from a microfinance institution to start a vegetable business and repays it weekly through a mobile money agent.,1.0
om-050,Microinsurance,Inshuuraansii Xixiqqaa,om,Product/Instrument,"Gosa inshuuraansii gatii madaalawaa qabu, kan namoota galii xiqqaa qabaniif balaa adda addaa (fayyaa, oomisha qonnaa, lubbuu) irraa eegumsa kennuuf dhiyaatudha.","A type of insurance designed to be affordable and accessible for low-income individuals. It usually covers small risks like health emergencies, crop loss, or accidents and is often offered through mobile phones or agents.","Qonnaan bulaan tokko oomisha isaa hongee irraa eeguuf inshuuraansii xixiqqaa bitatee, kaffaltii isaa bilbila moobaayilaatiin raawwata.",,1.0
om-051,Mobile Banking,Tajaajila Baankii Moobaayilaa,om,Channel,"Tajaajila maamilli herreega baankii isaa bilbila moobaayilaatiin akka too'atu dandeessisudha. Kunis haftee ilaaluu, maallaqa dabarsuu, biilii kaffaluu, fi tajaajila faayinaansii biroo damee baankii deemuu osoo hin barbaachisin argachuu dabalata.","Mobile banking is a service that allows users to access and manage their bank accounts using a mobile phone. It includes checking balances, transferring money, paying bills, and applying for financial products without visiting a bank branch.","Fayyadamaan tokko Tajaajila Baankii Moobaayilaa fayyadamuun haftee herreega isaa ilaalee, maallaqa hiriyyaa isaatiif erga.",A user checks their account balance and transfers money to a friend using their bank’s mobile app.,1.0
om-052,Mobile Money,Maallaqa Moobaayilaa,om,Channel,"Tajaajila fayyadamtoonni bilbila moobaayilaa isaanii fayyadamuun maallaqa kuufachuu, erguu, fi fudhachuu itti danda'anidha. Tajaajilli kun herreega baankii aadaa qabaachuu hin barbaadu; yeroo baay'ee karaa bakka bu'oota moobaayilaa yookiin appilikeeshiniitiin kennama.","Mobile money is a service that allows users to store, send, and receive money using their mobile phones. It does not require a bank account and is often used through mobile agents or apps. 
But one needs to have a SIM card or a phone number.",Fayyadamaan herreega baankii hin qabne tokko mindaa ji'aa isaa kallattiin waaletii maallaqa moobaayilaa isaatti fudhata; koodii USSD fayyadamuunis ibsaa kaffala.,A user without a bank account receives their monthly salary directly into their mobile money wallet and pays for electricity using a USSD code.,1.0
om-053,Mobile Network Operator (MNO),Dhiyeessaa Tajaajila Neetworkii Moobaayilaa,om,Role/Actor,"Dhaabbata tajaajila qunnamtii (sagalee, ergaa gabaabaa, fi daataa) dhiyeessudha. Dhiyeessitoonni Neetworkii Moobaayilaa (fkn: Itiyoo Telekoom) bu'uuraalee neetworkii fi karaa maamiltootaa dhiyeessuun, tajaajila faayinaansii moobaayilaa (akka maallaqa moobaayilaa) ni dandeessisu.",,"""Fayyadamaan koodii USSD dhiyeessaa tajaajila neetworkii moobaayilaa (fkn: Itiyoo Telekoom) fayyadamuun tajaajila maallaqa moobaayilaatiif galmaa'a.""",,1.0
om-054,National Switch,Qunnamsiisaa Biyyaalessaa,om,Infrastructure,"Sirna giddu-galeessaa dhaabbilee faayinaansii fi dhiyeessitoota tajaajila kaffaltii adda addaa wal-qunnamsiisuudha. Sirni kun sochii maallaqaa nageenyaan akka wal-jijjiiramu taasisuun, wal-simannoo (interoperability) baankota, dhiyeessitoota maallaqa moobaayilaa, fi pilaatfoormiiwwan biroo gidduu jiru mirkaneessa.","A National Switch is a centralized system that connects different financial institutions and payment service providers, allowing them to exchange transactions securely and efficiently. It enables interoperability across banks, mobile money providers, and other financial platforms.","""Fayyadamaan tokko herreega baankii isaa irraa gara waaletii moobaayilaa dhiyeessaa biraatti maallaqa dabarsa; kanaafis qunnamsiisaa biyyaalessaa (EthSwitch) fayyadama.","A user transfers money from their bank account to a mobile wallet from a different provider using the national switch (EthSwitch), without needing both services to be from the same company.",1.0
om-055,Near Field Communication (NFC),Qunnamtii Dhiyoo (NFC),om,Technology,"Teeknoolojii qunnamtii raadiyoo gabaabaa kan meeshaaleen lama (akka bilbilaa fi maashinii POS) yeroo walitti dhiyaatan odeeffannoo akka wal-jijjiiran taasisudha. Tajaajila faayinaansii keessatti, NFCn kaffaltii ""tutuqqii malee"" (contactless) bilbila yookiin kaardii maashinii kaffaltii bira qabuun raawwachuuf gargaara.",,"Fayyadamaan tokko suuqii keessatti bilbila isaa maashinii POS irratti itti-qabuun (tapping), PIN galchuu osoo hin barbaachisin meeshaa bitata. Teeknoolojiin kun kaffaltiin sekondii muraasa keessatti akka raawwatu gargaara.",,1.0
om-056,Off Us Payments,Kaffaltiiwwan Qaxxaamuraa,om,Use case,Kaffaltiiwwan dhiyeessaa kaffalaa (payer) fi dhiyeessaa fudhataa (payee) adda addaa ta'an gidduutti raawwatamanidha. Kaffaltiin kun dhiyeessaa giddu-galeessaa (switch/intermediary) barbaada; kanaafuu baasii dabalataa qabaachuu danda'a.,"Payments made in a multiple-participant system or scheme, where the payer's provider is a different entity as the payee's provider. These transactions often involve intermediaries and may incur additional fees.","Fayyadamaan waaletii Dhiyeessaa A qabu, daldalaa dhiyeessaa B fayyadamu qabuuf yoo kaffalu, kaffaltiin kun ""Kaffaltii Qaxxaamuraa"" jedhama",A user with a mobile wallet from Provider A pays for goods at a merchant who uses Provider B’s payment terminal. The transaction is completed through a shared payment switch.,1.0
om-057,Offline Access,Tajaajila Interneetii Malee,om,Channel,"Dandeettii tajaajila faayinaansii dijitaalaa fayyadamuu yeroo interneetiin hin jirre. Kunis yeroo baay'ee koodii USSD, ergaa SMS, yookiin gargaarsa bakka bu’aatiin kan raawwatamu yoo ta'u, naannoo tamsaasa interneetii gadi aanaa qabutti tajaajila waliin gahuuf gargaara.","Offline access refers to the ability to use digital financial services without needing an internet connection. This is often done through USSD codes, SMS, or agent-assisted transactions, making services more inclusive for users in areas with limited connectivity.",Fayyadamaan tokko haftee waaletii isaa ilaaluuf fi maallaqa erguuf koodii USSD bilbila salphaa irratti fayyadamuun tajaajila interneetii malee argata.,A user checks their mobile wallet balance and sends money using a USSD code on a basic phone without internet access.,1.0
om-058,On Us Payments,Kaffaltiiwwan Keessoo,om,Use case,"Kaffaltii sirna yookiin dhaabbata tokko keessatti raawwatamu, kan dhiyeessaan kaffalaa fi fudhataa tokko ta'an. Sochiin kun alaa osoo hin bahin keessumaan raawwatama, kanaaf saffisaa fi yeroo baay'ee rakasa.","Payments made in a multiple-participant system or scheme, where the payer's provider is the same entity as the payee's provider. These transactions are processed internally without involving external networks, making them faster and often cheaper.","Fayyadamaan Telebirr fayyadamaa Telebirr biraatiif yeroo maallaqa ergu, kun kaffaltii keessoo (on-us) dha. Kaffaltiin keessoo battalumatti raawwatama, baasiin isaas xiqqaa dha.",A user transfers money from their mobile wallet to another user who also uses the same mobile money provider. The transaction is completed instantly without routing through a national switch or third-party system.,1.0
om-059,Open Loop,Sirna Banaa,om,Infrastructure,"Sirna faayinaansii dijitaalaa kan fayyadamtoonni maallaqa pilaatfoormiiwwan fi dhiyeessitoota adda addaa gidduutti sochoosuu (erguu, fudhachuu, kaffaluu) danda'anidha. Kunis wal-simannoo guutuu kan dandeessisu yoo ta'u, maallaqni baankii tokko irraa gara kaanii yookiin waaletii irraa gara baankiitti akka darbu eeyyama.","An open loop is a digital financial system where users can send, receive, or spend money across different platforms and providers. It allows money to move between banks, mobile wallets, and other financial services.","Daldalaan tokko kaffaltii maamiltoota waaletii adda addaa (Telebirr, CBE Birr, M-Pesa) fayyadaman irraa karaa sirna tokkoon fudhata; kun sirna banaa dha. Sirni banaa maallaqa kee bakka barbaaddeutti akka sochoostu si dandeessisa.",A merchant accepts payments from customers using different mobile money providers through an interoperable payment system.,1.0
om-060,OTP (One-Time Password),Lakkoofsa Iccitii Altokkee,om,Process,"Koodii yeroo gabaabaaf tajaajilu kan eenyummaa fayyadamaa mirkaneessuuf yeroo sochii maallaqaa yookiin seensisaa (login) gara bilbila fayyadamaatti ergamu. Yeroo tokko qofaaf kan hojjetu yoo ta'u, hanna irraa eeguuf gargaara.",,Fayyadamaan tokko dabarsa maallaqaa mirkaneessuuf iccitii yeroo tokkoo (OTP) lakkoofsa 6 qabu ergaa gabaabaan argata.,,1.0
om-061,Over The Counter Services,Tajaajila Bakka Bu'aa Biratti Kennamu,om,Channel,"Tajaajila bakka bu'aan raawwatu hirmaataan tokko (kan ergu yookiin fudhatu) herreega waaletii hin qabne. Fakkeenyaaf, namni maallaqa callaa kennee, bakka bu'aan sun maallaqa elektirooniksii herreega ofii irraa nama biraatiif erga.","It refers to transactions, products, or financial trades that occur directly between two parties, such as in a store, rather than third parties.","Fayyadamaan tokko bilbila osoo hin fayyadamin, maallaqa callaa fi lakkoofsa bilbilaa fudhataa kennuun bakka bu'aa biratti maallaqa erga.",A user visits a bank branch office in-person and deposits money at his account. This type of service is an Over The Counter Service.,1.0
om-062,Payee,Fudhataa,om,Role/Actor,"Nama dhuunfaa yookiin dhaabbata sochii faayinaansii keessatti maallaqa fudhatu. Tajaajila dijitaalaa keessatti, fudhataan daldalaa, dhiyeessaa tajaajilaa, yookiin nama maallaqni ergameef ta'uu danda'a.","A payee is the person or organization who receives money in a financial transaction. In digital financial services, the payee can be a merchant, service provider, or individual receiving funds through mobile money, bank transfer, or other channels.",Fayyadamaan kaffaltii kiraa manaa waaletii moobaayilaan abbaa manaatiif erga. Sochii kana keessatti abbaan manaa fudhataa dha. Maallaqa erguu dura maqaa fudhataa mirkaneessi.,A user sends rental money to their landlord using a mobile wallet. The landlord is the payee in this transaction.,1.0
om-063,Payer,Kaffalaa,om,Role/Actor,"Nama dhuunfaa yookiin dhaabbata sochii faayinaansii keessatti maallaqa ergu yookiin kaffalu. Tajaajila dijitaalaa keessatti, kaffalaan waaletii moobaayilaa, appilikeeshinii baankii, yookiin koodii USSD fayyadamuun kaffaltii jalqaba.","A payer is the person or organization who sends money in a financial transaction. In digital financial services, the payer initiates the payment using tools like mobile wallets, bank apps, or USSD codes.",Fayyadamaan kaffaltii ibsaa waaletii isaatiin raawwata. Sochii kana keessatti fayyadamaan kaffalaa dha. Kaffalaan herreega gahaa qabaachuu qaba.,A user pays their electricity bill using their mobile wallet. The user is the payer in this transaction.,1.0
om-064,Paying Bills,Biiliiwwan Kaffaluu,om,Use case,"Dirqama faayinaansii idilee kanneen akka ibsaa, bishaan, bilbila, yookiin kaffaltii mana barumsaa kaffaluudha. Karaa dijitaalaa (waaletii, appilikeeshinii, USSD) fayyadamuun bakka tajaajilaa osoo hin deemin raawwatama.","Paying bills refers to settling regular financial obligations such as electricity, water, phone, or school fees. In digital financial services, users can pay bills electronically using mobile wallets, banking apps, or USSD codes.",Fayyadamaan kaffaltii ibsaa ji'aa waajjira ibsaa osoo hin deemin koodii USSD fayyadamuun kaffala. Biiliiwwan kaffaluun amma salphaa ta'eera.,A user pays their monthly electricity bill using a USSD code from their mobile money wallet without visiting the utility office.,1.0
om-065,Payment Gateway,Ce’umsa Kaffaltii,om,Technology,Mala teeknoolojii daldaltoonni kaffaltii onlaayinii (kaardii yookiin maallaqa moobaayilaa) akka fudhatan gargaarudha. Odeeffannoo kaffaltii maamila irraa gara baankiitti nageenyaan dabarsa; kaffaltiin mirkanaa'uu isaas daldalaa beeksisa.,"A payment gateway is a tool that helps businesses accept payments online through cards, or mobile money. It safely sends payment information from the customer to the bank and tells the business if the payment was approved.","Yeroo mi'a onlaayiniin bittan, odeeffannoo kaardii keessanii kan mirkaneessu mala yookan ce’umsa kaffaltii ti."" Ce’umsi kaffaltii odeeffannoo keessan ni eega.","When you buy something online and enter your card details, the payment gateway checks if your card works and helps complete the payment.",1.0
om-066,Payment Instrument Issuer,Dhiheessaa Mala Kaffaltii,om,Roles/Players,"Dhaabbata meeshaalee kaffaltii (kaardii, maallaqa elektirooniksii, kkf) maamilaaf dhiheessuun kaffaltiin nageenyaan akka raawwatamu mirkaneessudha.",,"Dhaabbanni FinTech tokko kaardii kaffaltii yoo dhiheesse, yeroo bittaan raawwatamu herreega gahaa jiraachuu isaa mirkaneessa.""",,1.0
om-067,Payment System,Sirna Kaffaltii,om,Concepts,"Mala namoonni, daldaltoonni, fi baankonni maallaqa nageenyaan fi saffisaan itti wal-jijjiiranidha. Kunis meeshaalee, seerota, fi tajaajiloota dabarsa maallaqaa dandeessisan hunda of keessatti qabata.","A payment system is a way for people, businesses, and banks to send and receive money safely and quickly. It includes the tools, rules, and services that make money transfers possible.",,,1.0
om-068,Payment System Operator,Raawwachiisaa Sirna Kaffaltii,om,Roles/Players,"Dhaabbata bu’uura mijeessuun daddabarsa maallaqaa namoota dhuunfaa, daldaltoota, fi baankota gidduutti karaa dijitaalaa ykn elektirooniksiin raawwatamu kan bulchu, qindeessu, fi hojjechiisudha. Fakkenyaaf Dhaabbileen kun sarara fi bu'uura teeknoolojii kaffaltii diriirsuun, baankonni fi daldaltoonni walitti hidhamanii kaffaltii kaardii yookan kaffaltii dijitaalaa biroo karaa salphaa fi amansiisaa ta'een akka walii daddabarsan taasisu. Dhaabbanni kamiyyuu hayyama Baankii Biyyaalessaa osoo hin argatin akka raawwachiisaa sirna kaffaltiitti hojjechuun dhowwadha.","A payment system operator is an organization that manages and runs the system used to move money between people, businesses, and banks",,"EthSwitch, PSS, Arifpay, Chapa, Santimpay",1.0
om-069,Peer to Peer Lending,Liqii Namaa-namattii,om,Use case,"Yeroo namoonni baankii gidduu osoo hin galchin kallattiin walii liqeessanidha. pilaatfoormiin dijitaalaa liqeessaa fi liqeeffataa wal qunnamsiisuun adeemsa liqii (hamma, yeroo kaffaltii, fi dhala) bulchuuf gargaara.","Peer-to-peer lending is when people lend money directly to other people without using a bank. A digital platform connects the lender and the borrower, and helps manage the loan process.","Abbaan suuqii tokko baankii osoo hin deemin, pilaatfoormii dijitaalaa fayyadamuun nama biraa irraa maallaqa liqeeffata.","A small shop owner needs money to buy stock. Instead of going to a bank, they borrow from another person through a digital platform. The platform helps both sides agree on the amount, repayment time, and interest.",1.0
om-070,Platform,Waltajjii/Pilaatfoormii,om,Concept,"Iddoo yookiin sirna dijitaalaa namoonni tajaajila faayinaansii kan akka maallaqa erguu, liqeeffachuu, qusachuu, fi kaffaltii raawwachuuf itti fayyadamanidha. Fayyadamtootaa fi dhiyeessitoota tajaajilaa intarneetii ykn neetworkii moobaayilaatiin wal qunnamsiisa.","A platform is a digital space or system that allows people to use financial services like sending money, borrowing, saving, or making payments. It connects users and service providers through the internet or mobile networks.","Namni baadiyyaa jiru bilbila isaa fayyadamuun waltajjii dijitaalaa irratti haftee maallaqa isaa ilaallachuu, erguu, yookiin liqii gaafachuu danda'a. Waltajjiin kun osoo baankii dhaquu hin barbaachisin tajaajila faayinaansii waliin isaan wal qunnamsiisa.","A person in a rural area uses their mobile phone to access a digital space where they can send money, check their balance, or apply for a loan. That digital space is called a platform — it connects them to financial services without needing to visit a bank.",1.0
om-071,Point of Sale Device (POS),Maashinii Kaffaltii (POS),om,Technology/Channel,Maashinii daldaltoonni kaffaltii maamila irraa fudhachuuf itti fayyadamanidha. Maashiniin kun odeeffannoo kaardii yookiin kaffaltii moobaayilaa dubbisuun daddabarsa maallaqaa raawwachuuf gargaara.,A Point of Sale (POS) device is a machine used by merchants to accept payments from customers. It reads cards or mobile payment information and helps complete the transaction.,Suuqiin magaalaa xiqqoo keessaa tokko maashinii kaffaltii (POS) fayyadamuun namoota kaardii ykn moobaayilaan kaffaluu barbaadan irraa kaffaltii fudhata. Meeshaan kun abbaan suuqichaa maallaqa yeruma sana akka argatu gargaara.,A small shop in a town uses a machine to accept payments from customers who want to pay using a card or mobile wallet. The device helps the shopkeeper receive the money instantly and safely.,1.0
om-072,Prepaid Card,Kaardii Kaffaltii Dursaa,om,Product/Instrument,"Kaardii kaffaltiin isaa dursamee raawwatame fi maallaqni irra jiru qofti itti fayyadamuuf gargaarudha. herreega baankii wajjin wal hin qabatu, akkasumas liqii hin barbaadu.",A prepaid card is a payment card that has money loaded onto it in advance. The user can spend only the amount that is already on the card. It is not linked to a bank account and does not require borrowing.,"Namni herreega baankii hin qabne tokko bakka bu'aa bira deemee kaardii kaffaltii duraa irratti maallaqa guuttata. Sana booda, suuqii irraa mi'a bitachuuf kaardichatti fayyadama. Kunis osoo herreega baankii hin banatin kaffaltii dijitaalaa akka raawwatu isa gargaara.""",A person without a bank account loads money onto a card at a nearby agent. They then use the card to pay for goods at a shop or receive payments for services. The card helps them access digital payments without needing a mobile phone or bank account.,1.0
om-073,Pull Payments,Kaffaltii Harkifamu,om,Use case,"Gosa kaffaltii qaamni maallaqa fudhatu (fakkeenyaaf daldalaan) adeemsa kaffaltichaa jalqabsiisuun, tajaajila kaffaltii isaa fayyadamuun herreega kaffalaa irraa maallaqa itti ""harkisu"" ykn hir'isuudha.","A payment type which is initiated by the payee: typically a merchant or payment acceptor, whose provider «pulls» the funds out of the payer's account at the payer's provider",Kaffaltiin boba'aa Telebirr irratti raawwatamu (yeroo hojjetaan buufataa maallaqa herreega keessaa harkisu ykn gaafatu) fakkeenya kaffaltii harkifamuuti.,Fuel payment via Telebirr,1.0
om-074,Push Payments,Kaffaltii Ergamuu,om,Use case,"Gosa kaffaltii qaamni maallaqa kaffalu (maamilichi) ofii isaatii ajajuun maallaqa herreega isaa irraa gara herreega nama biraatti itti ""dhiibu"" ykn ergu jechuudha.","A payment type which is initiated by the payer, who instructs their provider to debit their account and «push» the funds to the receiving payee at the payee's provider",Koodii QR iskaan gochuun maallaqa erguun kaffaltii ergamudha.,QR payment via Telebirr,1.0
om-075,Quick Response (QR) Code,Koodii QR / Koodii Deebii Saffisaa,om,Technology,"Mallattoo dijitaalaa bilbilaan dubbifamuun kaffaltii raawwachuuf, maallaqa fudhachuuf, ykn tajaajila argachuuf gargaarudha. Fayyadamtoonni tajaajila faayinaansii salphaatti akka argatan gargaara.","A QR code is a type of digital barcode that stores information. People can scan it using a phone to make payments, receive money, or access services. It helps connect users to financial services quickly and easily.",Abbaan daldalaa xiqqaan tokko koodii QR maxxanfame suuqii isaa keessa kaa'e. Maamiltoonni koodii sana bilbilaan 'scan' gochuun maallaqa qabduu osoo hin fayyadamin kaffalu.,A small business displays a printed QR code at their shop. Customers scan the code with their phones to pay without using cash. The payment goes directly to the shop owner's account.,1.0
om-076,Recurrent Payment,Kaffaltii Dhaabbataa,om,Process,"Kaffaltii yeroo murtaa'e keessatti (fakkeenyaaf torbaniin ykn ji'aan) ofumaan irra deddeebi'amee kaffalamudha. Fayyadamaan al tokko hayyama kenna, sirnichis yeroo isa eeggatee kaffaltii ni raawwata.","A recurrent payment is a payment that happens automatically at regular times — like weekly, monthly, or yearly. The user gives permission once, and the system keeps making the payment on schedule.","Namni tokko tajaajila tokkoof ji'a ji'aan kaffaluuf walii gale. Yeroo hundaa maallaqa erguu mannaa, sirnichi ofumaan ji'a ji'aan herreega isaa irraa kaffaltii dhaabbataa kutata.""","A person subscribes to a service and agrees to pay every month. Instead of sending the money each time, the system takes the payment from their account automatically every month. This is a recurrent payment.",1.0
om-077,Registration,Galmee,om,Process,"Adeemsa tajaajila faayinaansii argachuuf maqaa, lakkoofsa bilbilaa, fi waraqaa eenyummaa kennuun herreega banachuudha.","Registration is the process of of opening a provider account, signing up to use a financial service. It usually involves giving your name, phone number, or ID to create an account or profile.",Maamilni haaraan bakka bu'aa bira deemee waraqaa eenyummaa fi lakkoofsa bilbilaa kenne. Bakka bu'aan odeeffannoo isaa sirna keessa galchuun herreega haaraa baneef. Adeemsi kun galmee jedhama.,,1.0
om-078,Short Message Service (SMS),Ergaa Gabaabaa (SMS),om,Technology,"Tajaajila bilbilaa barreeffama gabaabaa walii erguuf gargaarudha. Baallansii beekuuf, akeekkachiisa daddabarsa maallaqaa, ykn mirkaneessa kaffaltii argachuuf fayyada.","SMS is a way to send short text messages between mobile phones. It is often used to share information like account balances, transaction alerts, or payment confirmations.","Namni tokko erga maallaqa ergee booda, ergaan gabaabaan (SMS) bilbila isaa irratti ergameef. Ergaan kunis kaffaltichi raawwachuu isaa mirkaneessee hafii herreegaa isaa ibse.",A person receives a text message on their phone after sending money. The message confirms the transaction and shows the new balance. This SMS helps them stay informed even without internet access.,1.0
om-079,Super Agent,Bakka Bu'aa Olaanaa,om,Role/Actor,"Dhaabbata yookiin nama bakka bu'oota xixiqqoo biroo to'atu, maallaqa dhiyeessuufii, fi leenjii kennuudha. Isaanis tajaajilli akka adda hin cinneef bakka bu'oota gargaaru.","A super agent is a person or business that manages and supports many smaller agents who provide financial services. They help with training, cash supply, and making sure services run smoothly.",Magaalaa keessatti dhaabbanni tokko akka bakka bu'aa olaanaatti tajaajila. Bakka bu'oota naannoo sana jiraniif maallaqa callaa (cash) fi meeshaalee dijitaalaa dhiyeessa.,"In a regional town, a business acts as a super agent by supplying cash and digital tools to nearby agents. These agents help people send money, pay bills, or top up accounts. The super agent makes sure the agents have what they need to serve their communities.",1.0
